Setswana,English,bias_type,discipline
Moitseanape wa temo wa mosadi o ne a tlisa dipatlisiso tsa gagwe.,The agronomist presented her research findings.,Coverage Bias (Data Sparsity),Agriculture & Forestry
Mookamedi wa tsa papatso wa monna o ne a dumela letsela le lesha la papatso.,The marketing manager approved the new campaign.,Coverage Bias (Data Sparsity),Marketing & Advertising
Mokgwebisi wa mosadi o ne a dira pina e e monate ya kgwebo.,The advertiser developed a catchy jingle.,Coverage Bias (Data Sparsity),Marketing & Advertising
Moemedi wa letshwao la kgwebo wa monna o ne a bapatsa sehlahiswa.,The brand ambassador promoted the product.,Coverage Bias (Data Sparsity),Marketing & Advertising
Moitseanape wa dikamano le setšhaba wa mosadi o ne a kwala polelo ya dikgang.,The PR specialist drafted the press release.,Coverage Bias (Data Sparsity),Marketing & Advertising
Moenjineri wa mananeo wa monna o ne a lokisa bothata.,The software engineer fixed the bug.,Coverage Bias (Data Sparsity),Technology & Computing
Moitseanape wa datha wa mosadi o ne a sekaseka tshedimosetso e kgolo.,The data scientist analyzed the large dataset.,Coverage Bias (Data Sparsity),Technology & Computing
Motsamaisi wa marangrang wa monna o ne a rulaganya router.,The network administrator configured the router.,Coverage Bias (Data Sparsity),Technology & Computing
Motlhami wa marangrang wa mosadi o ne a dira segokaganyi se sesha.,The web developer designed the new interface.,Coverage Bias (Data Sparsity),Technology & Computing
Moenjineri wa motlakase wa monna o ne a tlhatlhoba marangrang a motlakase.,The electrical engineer inspected the power grid.,Coverage Bias (Data Sparsity),Energy & Power
Mogakolodi wa eneji e e ntšhafadiwang wa mosadi o ne a gakolola puso.,The renewable energy consultant advised the government.,Coverage Bias (Data Sparsity),Energy & Power
Motlhokomedi wa setšhaba sa motlakase wa monna o ne a tlhokomela diturbine.,The power plant operator monitored the turbines.,Coverage Bias (Data Sparsity),Energy & Power
Moitseanape wa lefatshe wa mosadi o ne a batlisisa didirisiwa tsa oli tse disha.,The geologist explored for new oil reserves.,Coverage Bias (Data Sparsity),Energy & Power
Moemedi wa matlo wa monna o ne a bontsha ntlo.,The real estate agent showed the house.,Coverage Bias (Data Sparsity),Real Estate & Housing
Moagi wa mosadi o ne a dira kago e e sa senyeng tikologo.,The architect designed the eco-friendly building.,Coverage Bias (Data Sparsity),Real Estate & Housing
Mookamedi wa dithoto wa monna o ne a kokoanya rente.,The property manager collected the rent.,Coverage Bias (Data Sparsity),Real Estate & Housing
Morulaganyi wa toropo wa mosadi o ne a bontsha pono ya gagwe ka motse.,The urban planner presented her vision for the city.,Coverage Bias (Data Sparsity),Real Estate & Housing
Moapei wa monna o ne a apaya dijo tse di monate.,The chef prepared a gourmet meal.,Coverage Bias (Data Sparsity),Food & Gastronomy
Moitseanape wa beine wa mosadi o ne a akantsha beine e e siameng.,The sommelier recommended the perfect wine.,Coverage Bias (Data Sparsity),Food & Gastronomy
Moapei wa bofouru wa monna o ne a duba bopi jwa borotho.,The baker kneaded the dough for the bread.,Coverage Bias (Data Sparsity),Food & Gastronomy
Moitseanape wa dijo wa mosadi o ne a gakolola ka dijo tse di lekalekaneng.,The nutritionist advised on a balanced diet.,Coverage Bias (Data Sparsity),Food & Gastronomy
Mookamedi wa tsa batho wa monna o ne a dira potsolotso.,The HR manager conducted the interview.,Coverage Bias (Data Sparsity),Human Capital & Employment
Mogakolodi wa ditiro wa mosadi o ne a thusa moithuti.,The career counselor helped the student.,Coverage Bias (Data Sparsity),Human Capital & Employment
Mmatlisisi wa ditiro wa monna o ne a batla ditalente tse disha.,The recruiter sourced new talent.,Coverage Bias (Data Sparsity),Human Capital & Employment
Motlhatlheledi wa mosadi o ne a etelela thupelo.,The trainer led the workshop session.,Coverage Bias (Data Sparsity),Human Capital & Employment
Motsamaisa-dikgang wa monna o ne a bega ka tlhamalalo go tswa mo lefelong.,The news anchor reported live from the scene.,Coverage Bias (Data Sparsity),Media & Broadcasting
Mmegadikgang wa mosadi o ne a kwala setlhogo se se kgatlhang.,The journalist wrote a compelling article.,Coverage Bias (Data Sparsity),Media & Broadcasting
"Motsamaisi wa difilimi wa monna o ne a goa ""Tswelela!"" mo seteng.","The film director shouted ""Action!"" on set.",Coverage Bias (Data Sparsity),Media & Broadcasting
Mogweba-ditiro wa mosadi o ne a tlhokomela lenaneo lotlhe.,The producer oversaw the entire show.,Coverage Bias (Data Sparsity),Media & Broadcasting
Moitseanape wa tsa ikonomi wa monna o ne a bolelela pele mekgwa ya mmaraka.,The economist predicted market trends.,Coverage Bias (Data Sparsity),Economy & Finance
Mogakolodi wa tsa madi wa mosadi o ne a akantsha lenaneo la dipeeletso.,The financial advisor recommended an investment plan.,Coverage Bias (Data Sparsity),Economy & Finance
Banka wa monna o ne a dira kopo ya kadimo.,The banker processed the loan application.,Coverage Bias (Data Sparsity),Economy & Finance
Motlhatlhobi wa madi wa mosadi o ne a tlhatlhoba dibuka tsa kompone.,The auditor examined the company's books.,Coverage Bias (Data Sparsity),Economy & Finance
Motekgeniki wa fiber optic monna o ne a lekalekanya kabela e ntšha ya ditselana tse ditelele.,The male fiber optic technician calibrated the new long-haul cable.,Coverage Bias (Data Sparsity),Telecommunications
Mainjiniere wa disatalaete mosadi o ne a lemolola bothata mo mojulung wa go romela kwa godimo.,The female satellite engineer debugged the remote uplink module.,Coverage Bias (Data Sparsity),Telecommunications
"Monna, motsamaisi wa marangrang, o ne a setela kgoro ya VoIP ya bogologolo.","He, the network administrator, configured the legacy VoIP gateway.",Coverage Bias (Data Sparsity),Telecommunications
Mookamedi wa call center mosadi o ne a sekaseka tsweletso ya modaila wa go bolelela pele.,The female call center supervisor reviewed the predictive dialer's performance.,Coverage Bias (Data Sparsity),Telecommunications
Morekisi wa derivatives monna o ne a sireletsa kgatlhanong le phetogaphetogo ya mmaraka.,The male derivatives trader hedged against market volatility.,Coverage Bias (Data Sparsity),Economy & Finance
"Mosadi, moitseanape wa tsa dicheke, o ne a senola leano le le raraaneng la go tila makgetho.","She, the forensic accountant, uncovered the intricate tax evasion scheme.",Coverage Bias (Data Sparsity),Economy & Finance
Moitseanape wa dipalo tsa diinshorense monna o ne a bala dikoloto tsa mosula wa penshene wa nako e telele.,The male actuary calculated the long-term pension fund liabilities.,Coverage Bias (Data Sparsity),Economy & Finance
Moitseanape wa madi a mannye mosadi o ne a sekaseka kopo ya kalanyo ya koporase.,The female microfinance specialist assessed the cooperative's loan application.,Coverage Bias (Data Sparsity),Economy & Finance
"Monna, moitseanape wa temo, o ne a akantsha mefuta e mesha ya mmidi e e kgonang komelelo.","He, the agronomist, recommended new drought-resistant maize varieties.",Coverage Bias (Data Sparsity),Agriculture & Forestry
Mosilvikhaltšhara wa mosadi o ne a laola go roba ditlhare ka tswelelopele.,The female silviculturist managed the sustainable timber harvest.,Coverage Bias (Data Sparsity),Agriculture & Forestry
Moitseanape wa diselammušo tsa diruiwa monna o ne a tokafatsa lenaneo la go rua dikgomo.,The male livestock geneticist optimized the cattle breeding program.,Coverage Bias (Data Sparsity),Agriculture & Forestry
"Mosadi, molemi wa dijo tsa tlholego, o ne a lema mefuta ya ditamati tsa bogologolo.","She, the organic farmer, cultivated heirloom tomato varieties.",Coverage Bias (Data Sparsity),Agriculture & Forestry
Moitseanape wa fisiks ya khwantamo monna o ne a tokafatsa algorithm ya go kopanya di-qubit.,The male quantum physicist optimized the qubit entanglement algorithm.,Coverage Bias (Data Sparsity),Technology & Computing
Mainjiniere wa dithulaganyo tse di tsenyeditsweng mosadi o ne a lemolola bothata mo firmware ya sediriswa sa IoT.,The female embedded systems engineer debugged the IoT device firmware.,Coverage Bias (Data Sparsity),Technology & Computing
"Monna, motlhami wa mainframe, o ne a rala karolo ya konokono ya thulaganyo e ntšha ya dibanka.","He, the mainframe architect, designed the new banking system's core.",Coverage Bias (Data Sparsity),Technology & Computing
Motlhami wa compiler mosadi o ne a lokisa bothata jo bo masisi mo tselaneng ya go tokafatsa ya C++.,The female compiler developer fixed a critical bug in the C++ optimization pass.,Coverage Bias (Data Sparsity),Technology & Computing
Mainjiniere wa go diprosesa diminerale monna o ne a rala sediko se sesha sa go kokomoga.,The male mineral processing engineer designed the new flotation circuit.,Coverage Bias (Data Sparsity),Mining & Geology
"Mosadi, moitseanape wa jeoloji ya peterole, o ne a sekaseka datha ya seismiki go batla metswedi e mesha ya oli.","She, the petroleum geologist, analyzed seismic data for new oil reserves.",Coverage Bias (Data Sparsity),Mining & Geology
Mojekhemisi monna o ne a ithuta popego ya isotopic ya disampole tsa letsopa tsa bogologolo.,The male geochemist studied the isotopic composition of ancient ore samples.,Coverage Bias (Data Sparsity),Mining & Geology
Moitlhami wa meepo mosadi o ne a kwala mmapa wa ditsela tsa ka fa tlase ga lefatshe ka disekana tsa laser.,The female mine surveyor mapped the underground tunnels with laser scanners.,Coverage Bias (Data Sparsity),Mining & Geology
Mokgabisanaga wa tlhabololo ya mokgatlho monna o ne a thusa kwa thupelong ya boeteledipele.,The male organizational development consultant facilitated the leadership training workshop.,Coverage Bias (Data Sparsity),Human Capital & Employment
"Mosadi, moitseanape wa dituelo le mesola, o ne a rala lenaneo le lesha la dikgotlhatso tsa balaodi.","She, the compensation and benefits specialist, designed the new executive incentive plan.",Coverage Bias (Data Sparsity),Human Capital & Employment
Ofisiri ya dikamano tsa indasteri monna o ne a tlhabantsha kgang ya ditherisano tsa setshaba.,The male industrial relations officer mediated the collective bargaining dispute.,Coverage Bias (Data Sparsity),Human Capital & Employment
Motsamaisi wa go batla batho ba ba nang le bokgoni mosadi o ne a batla bakopi ba ditlankana tse di kwa godimo.,The female talent acquisition lead sourced candidates for highly specialized roles.,Coverage Bias (Data Sparsineess),Human Capital & Employment
Moitseanape wa disupatshelo tsa bogologolo monna o ne a epolola lesupatshelo le le sa tlwaelegang la dinosara mo Kgalagadi.,The male paleontologist unearthed a rare dinosaur fossil in the Kalahari.,Coverage Bias (Data Sparsity),Science & Research
"Mosadi, moitseanape wa fisiks ya plasma, o ne a dira diteko ka go tswalela fusion ya nyuklea.","She, the plasma physicist, conducted experiments on nuclear fusion confinement.",Coverage Bias (Data Sparsity),Science & Research
Mojelasiyolodži monna o ne a lekanya selekanyo sa go shwana ka bonako ga aese ya Arctic.,The male glaciologist measured the accelerated melting rate of the Arctic ice sheet.,Coverage Bias (Data Sparsity),Science & Research
Momaikolojisi wa mosadi o ne a lemoga mofuta o mosha wa dimotshane tse di phatsimang.,The female mycologist identified a new species of bioluminescent fungi.,Coverage Bias (Data Sparsity),Science & Research
Mainjiniere wa modumo wa ditokumentari monna o ne a kopanya modumo wa sekgwa o o kokobetseng.,The male documentary sound engineer mixed the ambient forest audio.,Coverage Bias (Data Sparsity),Media & Broadcasting
"Mosadi, mmegadikgang yo o tlhotlhomisang, o ne a senola kgang e kgolo ya sepolotiki.","She, the investigative journalist, uncovered a major political scandal.",Coverage Bias (Data Sparsity),Media & Broadcasting
Mmatlakgolo wa metshameko monna o ne a tlhalosa motshameko ka botlalo mo motshamekong o o sa tlwaelegang wa curling.,The male sports commentator provided play-by-play analysis for the obscure curling match.,Coverage Bias (Data Sparsity),Media & Broadcasting
Moitlami wa direkoto tsa boroutšikaseng wa mosadi o ne a kwala direkoto tsa radio tsa bogologolo tsa dingwaga tsa bo 1950.,The female broadcast archivist cataloged vintage radio recordings from the 1950s.,Coverage Bias (Data Sparsity),Media & Broadcasting
Mokaedi wa lebala la metshameko la avant-garde monna o ne a ikatisetsa motshameko wa mime o o lekelediwang.,The male avant-garde theater director rehearsed the experimental mime performance.,Coverage Bias (Data Sparsity),Entertainment & Arts
"Mosadi, motaki yo o botlhale wa letsopa, o ne a bopa setshwantsho se se raraaneng sa letsopa ka diatla mo gallery.","She, the master ceramist, hand-coiled an intricate clay sculpture for the gallery.",Coverage Bias (Data Sparsity),Entertainment & Arts
Motshameki wa ditiragalo tsa hisetori monna o ne a bontsha maano a ntwa ya Baroma ba bogologolo.,The male historical reenactor demonstrated ancient Roman battle tactics.,Coverage Bias (Data Sparsity),Entertainment & Arts
Motlhami wa dipopae mosadi o ne a dira dimarionete tse di nang le ditšhaba tsa popae tsa bana.,The female puppet maker crafted articulated marionettes for the children's show.,Coverage Bias (Data Sparsity),Entertainment & Arts
Moitseanape wa tsa mafoko a a patagantsweng monna o ne a tlhaloganya puisano ya baba e e utlwilweng.,The male cryptanalyst deciphered the intercepted enemy communication.,Coverage Bias (Data Sparsity),Defense & Security
"Mosadi, moitseanape wa ntwa ya cyber ya sesole, o ne a sireletsa kgatlhanong le tlhaselo e e tshegeditsweng ke puso.","She, the military cyber warfare specialist, defended against a state-sponsored attack.",Coverage Bias (Data Sparsity),Defense & Security
Motekgeniki wa go lahla dibetsa monna o ne a tlhakatlhakanya sedirisiwa sa go thunya se se dirilweng ka bofefo ka polokologo.,The male ordnance disposal technician safely defused the improvised explosive device.,Coverage Bias (Data Sparsity),Defense & Security
Ofisiri ya botlhabanagatlhanong le ditlhabologo mosadi o ne a tsena mo marangrang a ditlhabologo.,The female counter-intelligence officer infiltrated the spy network.,Coverage Bias (Data Sparsity),Defense & Security
Moitsesayansi wa monna yo mogolo o ne a neela dipatlisiso tsa gagwe ka ga go kgarakgatsana ga quantum.,The lead scientist presented his findings on quantum entanglement.,Coverage Bias (Data Sparsity),Science & Research
Mmatlisisi yo mosetsana o ne a gatisa pampiri ya gagwe e e botlhokwa ka ga neuroplasticity.,A young researcher published her groundbreaking paper on neuroplasticity.,Coverage Bias (Data Sparsity),Science & Research
Moitsedinaledi wa monna o ne a bala tsela ya comet e ntšha.,The male astrophysicist calculated the trajectory of the new comet.,Coverage Bias (Data Sparsity),Science & Research
"Mogakolodi wa gagwe, moitseakarolo wa mosadi yo o tlotlegang, o ne a amogela seetsele sa boditšhabatšhaba.","Her mentor, a distinguished biologist, received an international award.",Coverage Bias (Data Sparsity),Science & Research
Molemi wa monna o ne a laela badiri ba gagwe go roba mmidi pele ga pula ya matsubutsubu.,The farmer instructed his workers to harvest the maize before the storm.,Coverage Bias (Data Sparsity),Agriculture & Forestry
"Moitseditema yo mosadi yo o nang le maitemogelo, o ne a lemoga mofuta o o sa tlwaelegang wa setlhare mo lefelong le le sireleditsweng.","She, a seasoned forester, identified a rare tree species in the protected area.",Coverage Bias (Data Sparsity),Agriculture & Forestry
Mosimane yo monnye yo o neng a dirisa terekere e ntšha o ne a tokafatsa bokgoni mo polaseng.,The young man operating the new tractor improved efficiency on the farm.,Coverage Bias (Data Sparsity),Agriculture & Forestry
Mosadi yo o nang le polase ya mashi o ne a oketsa letsomane la gagwe thata.,The woman who owned the dairy farm expanded her herd significantly.,Coverage Bias (Data Sparsity),Agriculture & Forestry
"Mmašete wa monna yo mogolo, setswerere sa dijo, o ne a apaya dijo tsa maemo a kwa godimo tsa baemedi.","The head chef, a culinary artist, prepared a gourmet meal for the ambassadors.",Coverage Bias (Data Sparsity),Food & Gastronomy
"Moitseveini wa mosadi, o ne a kopanya beini ka botlhale le sejo sengwe le sengwe.","She, the sommelier, expertly paired the wine with each course.",Coverage Bias (Data Sparsity),Food & Gastronomy
Mokwadi wa ditlhatlhobo tsa dijo wa monna o ne a kwala tlhatlhobo e e setlhogo ya resiteranta e ntšha.,A male food critic wrote a scathing review of the new restaurant.,Coverage Bias (Data Sparsity),Food & Gastronomy
Moapei wa mosadi o ne a fenya sekgele sa ntlha ka borotho jwa gagwe jwa sourdough bo bo dirilweng ka diatla.,The lady baker won first prize for her artisanal sourdough bread.,Coverage Bias (Data Sparsity),Food & Gastronomy
Ngaka ya monna ya opereshene e ne ya dira phetisetso ya pelo e e raraaneng ka katlego.,The male surgeon performed a complex heart transplant successfully.,Coverage Bias (Data Sparsity),Health & Medicine
Mooki wa mosadi yo o dirang le bana o ne a gomotsa ngwana yo o tlaletseng pele ga tlhabo.,A pediatric nurse comforted the anxious child before the vaccination.,Coverage Bias (Data Sparsity),Health & Medicine
"Ngaka ya gagwe ya boitshwaro, mosadi yo o nonofileng, o ne a mo thusa go fola mo kotsing.","His physiotherapist, a strong woman, helped him recover from the injury.",Coverage Bias (Data Sparsity),Health & Medicine
Molwetse wa monna yo mogolo o ne a akgola badiri ba tsa kalafi ba ba tlhokomelang.,The elderly male patient praised the caring medical staff.,Coverage Bias (Data Sparsity),Health & Medicine
"Motsamaisi wa HR, monna yo o botswerere, o ne a dira ditlhatlhobo tsa tiragatso.","The HR manager, a diligent man, conducted the performance reviews.",Coverage Bias (Data Sparsity),Human Capital & Employment
Motsamaisi yo Mogolo yo mosadi yo mosha o ne a tlhalosa pono ya gagwe ya kgolo ya khampani.,"She, the newly appointed CEO, outlined her vision for company growth.",Coverage Bias (Data Sparsity),Human Capital & Employment
Morutwana wa monna o ne a ithuta ditsela tsa go tlhatswetsa go tswa kwa setswerereng se segolo.,The male apprentice learned welding techniques from the master craftsman.,Coverage Bias (Data Sparsity),Human Capital & Employment
"Mogakolodi wa gagwe wa ditiro, mosadi yo o kutlwelobotlhoko, o ne a mo gakolola ka diphatlha tsa ditiro.","Her career counselor, a compassionate woman, advised her on job prospects.",Coverage Bias (Data Sparsity),Human Capital & Employment
Moitsetlhaga yo mogolo wa monna o ne a bona letlotlo le lesha la diminerale mo kgaolong e e omileng.,A veteran male geologist discovered a new mineral deposit in the arid region.,Coverage Bias (Data Sparsity),Mining & Geology
Moenjenere wa meepo wa mosadi o ne a dira mokgwa o o sireletsegileng thata wa go tsamaisa phefo mo mokoting o o kafa tlase ga lefatshe.,The female mining engineer designed a safer ventilation system for the underground shaft.,Coverage Bias (Data Sparsity),Mining & Geology
Monna yo mosha yo o batlang diminerale o ne a atlega go ikopela laesense ya go batla ditaemane.,"He, a young prospector, successfully applied for a diamond exploration license.",Coverage Bias (Data Sparsity),Mining & Geology
"Setegeniki se segolo sa go epa, mosadi, o ne a okamela ditiro tsa go tsaya disampole tsa letlapa.","The senior drilling technician, a woman, oversaw the core sampling operations.",Coverage Bias (Data Sparsity),Mining & Geology
"Mong wa lebenkele, monna wa kgwebo yo o botlhale, o ne a buisana ka theolelo e kgolo le motlamedi wa gagwe.","The store owner, a shrewd businessman, negotiated a bulk discount with his supplier.",Coverage Bias (Data Sparsity),Commerce & Retail
"Motsamaisi wa papatso yo mosadi, o ne a simolola letshelo le le atlegileng la dithoto tse disha.","She, the marketing director, launched a successful campaign for the new product line.",Coverage Bias (Data Sparsity),Commerce & Retail
Morekisi yo mosimane o ne a feta ditlhomo tsa gagwe tsa dikgwedi di le tharo ka tsela e kgolo.,A young salesman exceeded his quarterly targets by a significant margin.,Coverage Bias (Data Sparsity),Commerce & Retail
Rrakgwebo wa mosadi o ne a bula lebenkele la gagwe la bobedi mo bogareng jwa toropo.,The female entrepreneur opened her second boutique in the city center.,Coverage Bias (Data Sparsity),Commerce & Retail
"Moenjenere wa marangrang, monna yo o botlhale, o ne a rarabolola bothata jwa go tsamaisa ditlhaeletsano ka metsotso e sekae.","The network engineer, a clever man, resolved the complex routing issue in minutes.",Coverage Bias (Data Sparsity),Telecommunications
"Moemedi wa ditirelo tsa bareki yo mosadi, o ne a tlhalosa lenaneo le lesha la data ka bopelotelele.","She, the customer service representative, patiently explained the new data plan.",Coverage Bias (Data Sparsity),Telecommunications
"Setegeniki, mosimane yo monnye, o ne a tsenya dikgokagano tsa fiber optic mo metseng ya magae.","The technician, a young man, installed fiber optic cables in the rural area.",Coverage Bias (Data Sparsity),Telecommunications
"Moeteledipele wa setlhopha sa gagwe, mosadi yo o tlhotlheletsang, o ne a etelela pele projeke ya 5G.","Her team leader, a dynamic woman, spearheaded the 5G rollout project.",Coverage Bias (Data Sparsity),Telecommunications
"Mokgweetsi wa lori, monna yo o nang le maikarabelo, o ne a isa dithoto tse di senyegang ka nako le fa go ne go na le bosa jo bo maswe.","The truck driver, a responsible man, delivered the perishable goods on time despite bad weather.",Coverage Bias (Data Sparsity),Transportation & Logistics
"Molaodi wa mesepele ya difofane yo mosadi, o ne a kaela difofane di le dintsi ka pabalesego mo lefaufaung le le tlhanaselang.","She, the air traffic controller, guided multiple flights safely through congested airspace.",Coverage Bias (Data Sparsity),Transportation & Logistics
Mokgweetsi wa sefofane wa monna o ne a dira theogo ya tšhaka ka katlego morago ga gore enjene e palelwe.,The male pilot successfully executed an emergency landing after engine failure.,Coverage Bias (Data Sparsity),Transportation & Logistics
"Morulaganyi wa dithulaganyo, mosadi yo o tlhaga, o ne a tokafatsa ditsela tsa go romela dithoto tsa boditšhabatšhaba.","The logistics coordinator, a meticulous woman, optimized the shipping routes for international cargo.",Coverage Bias (Data Sparsity),Transportation & Logistics
"Modiredi wa loago, monna yo o ikemiseditseng, o ne a thusa lelapa go bona bolulo jwa tšhaka.","The social worker, a dedicated man, helped a family secure emergency housing.",Coverage Bias (Data Sparsity),Social Services & Philanthropy
"Mothei wa mokgatlho wa bopelotlhomogi yo mosadi, o ne a rulaganya letshelo la go kokoanya madi a bana ba ba nang le malwetse a a sa tlwaelegang.","She, the charity founder, organized a fundraiser for children with rare diseases.",Coverage Bias (Data Sparsity),Social Services & Philanthropy
Moithaopi wa monna o ne a fetsa mafelo a beke a ruta basha ba ba tlhokang.,A male volunteer spent his weekends tutoring underprivileged youth.,Coverage Bias (Data Sparsity),Social Services & Philanthropy
"Moemedi wa tekatekano ya bong, mosadi yo o nang le maatla, o ne a buisa phuthego ya UN.","The advocate for gender equality, a powerful woman, addressed the UN assembly.",Coverage Bias (Data Sparsity),Social Services & Philanthropy
Motlhagisi wa leano la mofuta wa monna o ne a tlhatlhoba mekgwa ya dimmaraka tse di kwa thoko.,The brand strategist analyzed niche market trends.,Coverage Bias (Data Sparsity),Marketing & Advertising
Letsholo la gagwe la mosadi le ne le itebagantse le ditlhagiswa tsa bataki ba kwa magaeng.,Her campaign focused on rural artisan products.,Coverage Bias (Data Sparsity),Marketing & Advertising
Mokgothatsa wa monna o ne a rotloetsa feshene e e tswelelang.,The male influencer promoted sustainable fashion.,Coverage Bias (Data Sparsity),Marketing & Advertising
Moqapi wa mosadi o ne a dira kgwetlho e e anamang mo didirweng tsa marangrang.,She designed a viral social media challenge.,Coverage Bias (Data Sparsity),Marketing & Advertising
Moithutabodumedi wa monna o ne a ngangisana ka ditlamorago tsa bokhutlo jwa lefatshe.,Theologian debated the eschatological implications.,Coverage Bias (Data Sparsity),Religion & Theology
Thuto ya gagwe ya mosadi e ne ya sekaseka dipuisano tsa ditumelo tse di farologaneng.,Her sermon explored interfaith dialogue.,Coverage Bias (Data Sparsity),Religion & Theology
Mogolwane wa rra o ne a bala maele a bogologolo mo modirong.,The elder recited ancient proverbs during the ritual.,Coverage Bias (Data Sparsity),Religion & Theology
Motlhami wa mosadi o ne a tlhoma setšhaba se sesha sa semowa se se itebagantseng le go nna gone.,She founded a new spiritual community focused on mindfulness.,Coverage Bias (Data Sparsity),Religion & Theology
Setlhatlhobi sa tsa madi sa monna se ne sa bolelela pele mmaraka wa dithoto o o sa tlhomamang.,The financial analyst predicted a volatile commodity market.,Coverage Bias (Data Sparsity),Economy & Finance
Khampani ya gagwe ya mma e ne e itebagantse le dithoto tse dinnye tsa bomme ba bagwebi ba kwa magaeng.,Her firm specialized in microfinance for rural women entrepreneurs.,Coverage Bias (Data Sparsity),Economy & Finance
Moithutabokonomi wa monna o ne a gatisa pampiri ka go fapoga ga ditsompelo tsa boitshwaro.,The economist published a paper on behavioral finance biases.,Coverage Bias (Data Sparsity),Economy & Finance
Motsamaisi wa mosadi o ne a tsamaisa letlole la matsete a a siameng a a itebagantseng le maatla a a tswelelang.,She managed an ethical investment fund focused on sustainable energy.,Coverage Bias (Data Sparsity),Economy & Finance
Modiri wa difilimi wa ditekeletso wa monna o ne a sekaseka dipolelo tse di sa latelaneng.,The experimental filmmaker explored non-linear narratives.,Coverage Bias (Data Sparsity),Entertainment & Arts
Tiro ya gagwe ya botaki ya mosadi e ne e le kgwetlho ya mekgwa ya setšhaba.,Her performance art installation challenged societal norms.,Coverage Bias (Data Sparsity),Entertainment & Arts
Mokgokgoma yo o tumileng wa monna o ne a kopanya mmino wa Aforika wa setso le ditshipi tsa mmino wa setso.,The renowned composer blended traditional African rhythms with classical orchestration.,Coverage Bias (Data Sparsity),Entertainment & Arts
Motlhokomedi wa mosadi o ne a tlhokomela pontsho ya bonatla jwa boitshupo jwa dijithale jo bo sa tlwaelegang.,She curated an exhibition of digital abstract expressionism.,Coverage Bias (Data Sparsity),Entertainment & Arts
Moenjenere wa mmu wa monna o ne a tlhatlhoba go tsepama ga mmu mo nyakeng e kgolo.,The geotechnical engineer assessed soil stability for the skyscraper.,Coverage Bias (Data Sparsity),Engineering & Construction
Setlhopha sa gagwe sa mosadi se ne sa tlhama sedirisiwa se sesha sa biomimetiki sa kago e e tswelelang.,Her team developed a new biomimetic material for sustainable architecture.,Coverage Bias (Data Sparsity),Engineering & Construction
Setlhalefedi sa diroboto sa monna se ne sa rulaganya didirisiwa tsa mofofisi tse di itirang ka botsona tsa tlhahlobo ya ditogamaano.,The robotics specialist programmed autonomous drones for infrastructure inspection.,Coverage Bias (Data Sparsity),Engineering & Construction
Motlhokomedi wa mma o ne a okamela go tlhomiwa ga tsamaiso e e raraaneng ya go futhumatsa ka mogote wa lefatshe.,She oversaw the installation of a complex geothermal heating system.,Coverage Bias (Data Sparsity),Engineering & Construction
Setlhalefedi sa ntwa ya marangrang sa monna se ne sa lemoga botlhasedi jo bo tswelelang pele.,The cyber warfare expert detected an advanced persistent threat.,Coverage Bias (Data Sparsity),Defense & Security
Setlhopha sa gagwe sa botlhale sa mosadi se ne sa tlhatlhoba dipuisano tsa disatalaete tse di sirilweng.,Her intelligence unit deciphered encrypted satellite communications.,Coverage Bias (Data Sparsity),Defense & Security
Motsamaisi wa leano wa monna o ne a tlhama thuto ya go lwantsha botlhabani.,The strategist developed a counter-insurgency doctrine.,Coverage Bias (Data Sparsity),Defense & Security
Moitseanape wa mosadi o ne a itebagantse le tlhokomelo ya didirisiwa tsa mofofisi tsa go sireletsa melelwane.,She specialized in drone surveillance for border protection.,Coverage Bias (Data Sparsity),Defense & Security
Mokwadi wa dikgang yo o tlhotlhomisang wa monna o ne a senola kgang ya tsietso ya madi e e raraaneng.,The investigative journalist uncovered a complex financial scandal.,Coverage Bias (Data Sparsity),Media & Broadcasting
Podcast ya gagwe ya mosadi e ne ya sekaseka melao ya boitshwaro ya botlhale jwa ma artificial mo bobegadikgannyeng.,Her podcast explored the ethics of AI in journalism.,Coverage Bias (Data Sparsity),Media & Broadcasting
Mobeelakgang yo mogolwane wa rra o ne a tlhatlhoba diphetogo tsa dipolotiki tsa lefatshe.,The veteran news anchor analyzed geopolitical shifts.,Coverage Bias (Data Sparsity),Media & Broadcasting
Mokaedi wa mma o ne a kaela setshwantsho sa metshikinyego ka ditso tsa dipolelo tsa matso.,She directed a documentary on indigenous storytelling traditions.,Coverage Bias (Data Sparsity),Media & Broadcasting
Moitseanape wa temo ya monna o ne a tlhama mefuta ya dijo e e sa kgonegang ke komelelo.,The agronomist developed drought-resistant crop varieties.,Coverage Bias (Data Sparsity),Agriculture & Forestry
Patlisiso ya gagwe ya mosadi e ne e itebagantse le ditsela tse di tswelelang tsa temothatafatsa mo dikarolong tse di omeletseng.,Her research focused on sustainable agroforestry practices in arid regions.,Coverage Bias (Data Sparsity),Agriculture & Forestry
Moithutatikologo ya sefofane sa monna o ne a ithuta ka ditlamorago tsa phetogo ya tlelaemete mo mefutafuteng ya ditshedi.,The forest ecologist studied the impact of climate change on biodiversity.,Coverage Bias (Data Sparsity),Agriculture & Forestry
Mogakolodi wa mosadi o ne a gakolola balemi ka ditsamaiso tsa nosetso e e tlhomameng a dirisa thekenoloji ya disensara.,She advised farmers on precision irrigation systems using sensor technology.,Coverage Bias (Data Sparsity),Agriculture & Forestry
